Sigma38	baeR	+	b2079	[AIPP|W|Automated inference of promoter position]
Sigma38	artP	+	b0864	[TIM|S|Transcription initiation mapping]
Sigma38	artI	+	b0863	[TIM|S|Transcription initiation mapping]
Sigma38	artQ	+	b0862	[TIM|S|Transcription initiation mapping]
Sigma38	artM	+	b0861	[TIM|S|Transcription initiation mapping]
Sigma38	dkgB	+	b0207	[AIPP|W|Automated inference of promoter position]
Sigma38	galM	+	b0756	
Sigma38	gpmA	+	b0755	
Sigma38	rsd	+	b3995	[TIM|S|Transcription initiation mapping]
Sigma38	otsA	+	b1896	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	otsB	+	b1897	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	dinB	+	b0231	
Sigma38	yafN	+	b0232	
Sigma38	yafO	+	b0233	
Sigma38	yafP	+	b0234	
Sigma38	ylaB	+	b0457	
Sigma38	poxB	+	b0871	
Sigma38	proV	+	b2677	
Sigma38	proW	+	b2678	
Sigma38	proX	+	b2679	
Sigma38	pstA	+	b3726	
Sigma38	pstB	+	b3725	
Sigma38	pstC	+	b3727	
Sigma38	pykA	+	b1854	
Sigma38	pykF	+	b1676	
Sigma38	recF	+	b3700	
Sigma38	rpoH	+	b3461	
Sigma38	sohB	+	b1272	
Sigma38	speC	+	b2965	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma38	sucA	+	b0726	[TIM|S|Transcription initiation mapping]
Sigma38	sucB	+	b0727	[TIM|S|Transcription initiation mapping]
Sigma38	sucC	+	b0728	[TIM|S|Transcription initiation mapping]
Sigma38	sucD	+	b0729	[TIM|S|Transcription initiation mapping]
Sigma38	tolC	+	b3035	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	topA	+	b1274	
Sigma38	tpiA	+	b3919	
Sigma38	treA	+	b1197	[HIPP|W|Human inference of promoter position],[ICA|W|Inferred by computational analysis],[TIM|S|Transcription initiation mapping]
Sigma38	xthA	+	b1749	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	nhaR	+	b0020	[TIM|S|Transcription initiation mapping]
Sigma38	pdhR	+	b0113	
Sigma38	mtn	+	b0159	
Sigma38	ybgA	+	b0707	[TIM|S|Transcription initiation mapping]
Sigma38	yciE	+	b1257	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma38	yciF	+	b1258	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma38	yciG	+	b1259	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma38	ygfA	+	b2912	
Sigma38	ygiA	+	b3036	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	ygiB	+	b3037	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	ygiC	+	b3038	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	alkA	+	b2068	
Sigma38	yggE	+	b2922	[TIM|S|Transcription initiation mapping]
Sigma38	adrA	+	b0385	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	ydbD	+	b1407	[AIPP|W|Automated inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma38	acnA	+	b1276	
Sigma38	gabD	+	b2661	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma38	gabP	+	b2663	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	dcuD	+	b3227	[HIPP|W|Human inference of promoter position]
Sigma54	rtcA	+	b4475	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	rtcB	+	b3421	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	rutE	+	b1008	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rutD	+	b1009	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rutC	+	b1010	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rutB	+	b1011	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rutA	+	b1012	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	puuP	+	b1296	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpF	+	b1483	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpD	+	b1484	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpC	+	b1485	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpB	+	b1486	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpA	+	b1487	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ddpX	+	b1488	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	astE	+	b1744	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	astB	+	b1745	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	astD	+	b1746	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	astA	+	b1747	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	astC	+	b1748	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	yeaG	+	b1783	[AIPP|W|Automated inference of promoter position]
Sigma54	yeaH	+	b1784	[AIPP|W|Automated inference of promoter position]
Sigma54	nac	+	b1988	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	fdhF	+	b4079	[TIM|S|Transcription initiation mapping]
Sigma54	fhlA	+	b2731	[TIM|S|Transcription initiation mapping]
Sigma54	flhC	+	b1891	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	flhD	+	b1892	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	glnA	+	b3870	[TIM|S|Transcription initiation mapping]
Sigma54	glnG	+	b3868	[TIM|S|Transcription initiation mapping]
Sigma54	glnH	+	b0811	[TIM|S|Transcription initiation mapping]
Sigma54	glnL	+	b3869	[TIM|S|Transcription initiation mapping]
Sigma54	glnP	+	b0810	[TIM|S|Transcription initiation mapping]
Sigma54	glnQ	+	b0809	[TIM|S|Transcription initiation mapping]
Sigma54	hisP	+	b2306	[AIPP|W|Automated inference of promoter position]
Sigma54	htpG	+	b0473	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	hycA	+	b2725	[TIM|S|Transcription initiation mapping]
Sigma54	hycB	+	b2724	[TIM|S|Transcription initiation mapping]
Sigma54	hycC	+	b2723	[TIM|S|Transcription initiation mapping]
Sigma54	hycD	+	b2722	[TIM|S|Transcription initiation mapping]
Sigma54	hycE	+	b2721	[TIM|S|Transcription initiation mapping]
Sigma54	hycF	+	b2720	[TIM|S|Transcription initiation mapping]
Sigma54	hycG	+	b2719	[TIM|S|Transcription initiation mapping]
Sigma54	hycH	+	b2718	[TIM|S|Transcription initiation mapping]
Sigma54	zraR	+	b4004	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma54	hypA	+	b2726	[TIM|S|Transcription initiation mapping]
Sigma54	hypB	+	b2727	[TIM|S|Transcription initiation mapping]
Sigma54	hypC	+	b2728	[TIM|S|Transcription initiation mapping]
Sigma54	hypD	+	b2729	[TIM|S|Transcription initiation mapping]
Sigma54	hypE	+	b2730	[TIM|S|Transcription initiation mapping]
Sigma54	hyfC	+	b2483	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfD	+	b2484	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfE	+	b2485	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfF	+	b2486	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfG	+	b2487	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfH	+	b2488	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfI	+	b2489	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfJ	+	b2490	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfR	+	b2491	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	focB	+	b2492	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	norV	+	b2710	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma54	hycI	+	b2717	[TIM|S|Transcription initiation mapping]
Sigma54	xdhA	+	b2866	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	xdhB	+	b2867	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	xdhC	+	b2868	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ygfK	+	b2878	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ssnA	+	b2879	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ygjG	+	b3073	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	pspA	+	b1304	[TIM|S|Transcription initiation mapping]
Sigma54	pspB	+	b1305	[TIM|S|Transcription initiation mapping]
Sigma54	pspC	+	b1306	[TIM|S|Transcription initiation mapping]
Sigma54	pspD	+	b1307	[TIM|S|Transcription initiation mapping]
Sigma54	pspE	+	b1308	[TIM|S|Transcription initiation mapping]
Sigma54	rpoH	+	b3461	[HIPP|W|Human inference of promoter position],[RPF|S|RNA polymerase footprinting],[TIM|S|Transcription initiation mapping]
Sigma54	crl	+	b0240	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	hyfA	+	b2481	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hyfB	+	b2482	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	nikR	+	b3481	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	ibpB	+	b3686	[TIM|S|Transcription initiation mapping]
Sigma54	hypF	+	b2712	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	hydN	+	b2713	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	yaaU	+	b0045	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	kch	+	b1250	[AIPP|W|Automated inference of promoter position]
Sigma54	potF	+	b0854	[AIPP|W|Automated inference of promoter position]
Sigma54	potG	+	b0855	[AIPP|W|Automated inference of promoter position]
Sigma54	potH	+	b0856	[AIPP|W|Automated inference of promoter position]
Sigma54	potI	+	b0857	[AIPP|W|Automated inference of promoter position]
Sigma54	atoD	+	b2221	[AIPP|W|Automated inference of promoter position],[IMP|W|Inferred from mutant phenotype]
Sigma54	atoA	+	b2222	[AIPP|W|Automated inference of promoter position],[IMP|W|Inferred from mutant phenotype]
Sigma54	atoE	+	b2223	[AIPP|W|Automated inference of promoter position],[IMP|W|Inferred from mutant phenotype]
Sigma54	atoB	+	b2224	[AIPP|W|Automated inference of promoter position],[IMP|W|Inferred from mutant phenotype]
Sigma54	emrD	+	b3673	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	yahE	+	b0319	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	prpB	+	b0331	[AIPP|W|Automated inference of promoter position]
Sigma54	prpC	+	b0333	[AIPP|W|Automated inference of promoter position]
Sigma54	prpD	+	b0334	[AIPP|W|Automated inference of promoter position]
Sigma54	prpE	+	b0335	[AIPP|W|Automated inference of promoter position]
Sigma54	gltI	+	b0655	[AIPP|W|Automated inference of promoter position]
Sigma54	amtB	+	b0451	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma54	rhaD	+	b3902	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	zraP	+	b4002	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma54	pspG	+	b4050	[ICA|W|Inferred by computational analysis],[RPF|S|RNA polymerase footprinting]
Sigma54	actP	+	b4067	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rtcR	+	b3422	[HIPP|W|Human inference of promoter position]
Sigma54	chaC	+	b1218	[AIPP|W|Automated inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	norW	+	b2711	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern],[TIM|S|Transcription initiation mapping]
Sigma54	gltJ	+	b0654	[AIPP|W|Automated inference of promoter position]
Sigma54	gltK	+	b0653	[AIPP|W|Automated inference of promoter position]
Sigma54	gltL	+	b0652	[AIPP|W|Automated inference of promoter position]
Sigma54	yhdW	+	b3268	[AIPP|W|Automated inference of promoter position]
Sigma54	yhdX	+	b3269	[AIPP|W|Automated inference of promoter position]
Sigma54	yhdY	+	b3270	[AIPP|W|Automated inference of promoter position]
Sigma54	yhdZ	+	b3271	[AIPP|W|Automated inference of promoter position]
Sigma54	yejH	+	b2184	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	nikA	+	b3476	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	nikB	+	b3477	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	nikC	+	b3478	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	nikD	+	b3479	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	nikE	+	b3480	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	hisJ	+	b2309	[AIPP|W|Automated inference of promoter position]
Sigma54	hisQ	+	b2308	[AIPP|W|Automated inference of promoter position]
Sigma54	glnK	+	b0450	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma54	yhjC	+	b3521	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	hisM	+	b2307	[AIPP|W|Automated inference of promoter position]
Sigma54	zraS	+	b4003	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position]
Sigma54	acrD	+	b2470	[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	argT	+	b2310	[AIPP|W|Automated inference of promoter position]
Sigma54	aslB	+	b3800	[AIPP|W|Automated inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	glmY	+	b4441	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma54	ybhK	+	b0780	[AIPP|W|Automated inference of promoter position]
Sigma54	rutG	+	b1006	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma54	rutF	+	b1007	[AIPP|W|Automated inference of promoter position],[HIPP|W|Human inference of promoter position],[IEP|W|Inferred from expression pattern]
Sigma70	pncB	+	b0931	[TIM|S|Transcription initiation mapping]
Sigma70	pnp	+	b3164	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	pntA	+	b1603	[HIPP|W|Human inference of promoter position]
Sigma70	pntB	+	b1602	[HIPP|W|Human inference of promoter position]
Sigma70	polB	+	b0060	[AIPP|W|Automated inference of promoter position]
Sigma70	poxB	+	b0871	
Sigma70	ppiA	+	b3363	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	ppsA	+	b1702	[TIM|S|Transcription initiation mapping]
Sigma70	prfA	+	b1211	[TIM|S|Transcription initiation mapping]
Sigma70	proS	+	b0194	[TIM|S|Transcription initiation mapping]
Sigma70	proV	+	b2677	[TIM|S|Transcription initiation mapping]
Sigma70	proV	+	b2677	[TIM|S|Transcription initiation mapping]
Sigma70	proW	+	b2678	[TIM|S|Transcription initiation mapping]
Sigma70	proW	+	b2678	[TIM|S|Transcription initiation mapping]
Sigma70	proX	+	b2679	[TIM|S|Transcription initiation mapping]
Sigma70	proX	+	b2679	[TIM|S|Transcription initiation mapping]
Sigma70	prs	+	b1207	[TIM|S|Transcription initiation mapping]
Sigma70	pstA	+	b3726	
Sigma70	pstB	+	b3725	[HIPP|W|Human inference of promoter position]
Sigma70	pstB	+	b3725	[HIPP|W|Human inference of promoter position]
Sigma70	pstC	+	b3727	
Sigma70	pth	+	b1204	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	ptsH	+	b2415	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	ptsI	+	b2416	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	purA	+	b4177	[TIM|S|Transcription initiation mapping]
Sigma70	purC	+	b2476	[TIM|S|Transcription initiation mapping]
Sigma70	purD	+	b4005	[TIM|S|Transcription initiation mapping]
Sigma70	purE	+	b0523	[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
Sigma70	purF	+	b2312	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	purH	+	b4006	[TIM|S|Transcription initiation mapping]
Sigma70	purK	+	b0522	[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
Sigma70	purL	+	b2557	[TIM|S|Transcription initiation mapping]
Sigma70	purM	+	b2499	[TIM|S|Transcription initiation mapping]
Sigma70	purN	+	b2500	[TIM|S|Transcription initiation mapping]
Sigma70	purR	+	b1658	[TIM|S|Transcription initiation mapping]
Sigma70	putA	+	b1014	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	putP	+	b1015	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	pykA	+	b1854	
Sigma70	pykF	+	b1676	[HIPP|W|Human inference of promoter position]
Sigma70	pykF	+	b1676	[HIPP|W|Human inference of promoter position]
Sigma70	pyrC	+	b1062	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	pyrD	+	b0945	[TIM|S|Transcription initiation mapping]
Sigma70	pyrF	+	b1281	[TIM|S|Transcription initiation mapping]
Sigma70	pyrF	+	b1281	[TIM|S|Transcription initiation mapping]
Sigma70	rbsA	+	b3749	[TIM|S|Transcription initiation mapping]
Sigma70	rbsB	+	b3751	[TIM|S|Transcription initiation mapping]
Sigma70	rbsC	+	b3750	[TIM|S|Transcription initiation mapping]
Sigma70	rbsD	+	b3748	[TIM|S|Transcription initiation mapping]
Sigma70	rbsK	+	b3752	[TIM|S|Transcription initiation mapping]
Sigma70	rbsR	+	b3753	[TIM|S|Transcription initiation mapping]
Sigma70	rcsA	+	b1951	[TIM|S|Transcription initiation mapping]
Sigma70	rcsB	+	b2217	[TIM|S|Transcription initiation mapping]
Sigma70	recA	+	b2699	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	recF	+	b3700	[TIM|S|Transcription initiation mapping]
Sigma70	recF	+	b3700	[TIM|S|Transcription initiation mapping]
Sigma70	recG	+	b3652	[TAS|W|Traceable author statement]
Sigma70	recJ	+	b2892	
Sigma70	recN	+	b2616	[HIPP|W|Human inference of promoter position]
Sigma70	recO	+	b2565	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	relA	+	b2784	[SM|S|Site mutation],[TIM|S|Transcription initiation mapping]
Sigma70	relB	+	b1564	[TIM|S|Transcription initiation mapping]
Sigma70	rfaD	+	b3619	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rfe	+	b3784	[AIPP|W|Automated inference of promoter position]
Sigma70	fliD	+	b1924	[HIPP|W|Human inference of promoter position]
Sigma70	rhaR	+	b3906	[TIM|S|Transcription initiation mapping]
Sigma70	rhaS	+	b3905	[TIM|S|Transcription initiation mapping]
Sigma70	rimK	+	b0852	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rnc	+	b2567	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rnd	+	b1804	[TIM|S|Transcription initiation mapping]
Sigma70	rne	+	b1084	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rplB	+	b3317	[RPF|S|RNA polymerase footprinting]
Sigma70	rplC	+	b3320	[RPF|S|RNA polymerase footprinting]
Sigma70	rplD	+	b3319	[RPF|S|RNA polymerase footprinting]
Sigma70	rplM	+	b3231	[AIPP|W|Automated inference of promoter position]
Sigma70	rplP	+	b3313	[RPF|S|RNA polymerase footprinting]
Sigma70	rplQ	+	b3294	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rplS	+	b2606	[TIM|S|Transcription initiation mapping]
Sigma70	rplT	+	b1716	[AIPP|W|Automated inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rplV	+	b3315	[RPF|S|RNA polymerase footprinting]
Sigma70	rplW	+	b3318	[RPF|S|RNA polymerase footprinting]
Sigma70	rpmC	+	b3312	[RPF|S|RNA polymerase footprinting]
Sigma70	rpoA	+	b3295	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpoD	+	b3067	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpoH	+	b3461	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpoH	+	b3461	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpoN	+	b3202	[HIPP|W|Human inference of promoter position]
Sigma70	rpoZ	+	b3649	[TAS|W|Traceable author statement]
Sigma70	rpsA	+	b0911	[TIM|S|Transcription initiation mapping]
Sigma70	rpsB	+	b0169	[HTTIM|S|High-throughput transcription initiation mapping],[TIM|S|Transcription initiation mapping]
Sigma70	rpsC	+	b3314	[RPF|S|RNA polymerase footprinting]
Sigma70	rpsD	+	b3296	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpsI	+	b3230	[AIPP|W|Automated inference of promoter position]
Sigma70	rpsJ	+	b3321	[RPF|S|RNA polymerase footprinting]
Sigma70	rpsK	+	b3297	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpsM	+	b3298	[HTTIM|S|High-throughput transcription initiation mapping],[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpsO	+	b3165	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	rpsP	+	b2609	[TIM|S|Transcription initiation mapping]
Sigma70	rpsQ	+	b3311	[RPF|S|RNA polymerase footprinting]
Sigma70	rpsS	+	b3316	[RPF|S|RNA polymerase footprinting]
Sigma70	rpsU	+	b3065	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	ftnA	+	b1905	[HIPP|W|Human inference of promoter position]
Sigma70	ruvC	+	b1863	[HIPP|W|Human inference of promoter position]
Sigma70	sbcC	+	b0397	[HIPP|W|Human inference of promoter position]
Sigma70	sdhA	+	b0723	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	sdhB	+	b0724	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	sdhC	+	b0721	[TIM|S|Transcription initiation mapping]
Sigma70	sdhD	+	b0722	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	serA	+	b2913	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	serC	+	b0907	[TIM|S|Transcription initiation mapping]
Sigma70	sfsA	+	b0146	[HIPP|W|Human inference of promoter position]
Sigma70	sodA	+	b3908	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	sodB	+	b1656	[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
Sigma70	sohA	+	b3129	[HIPP|W|Human inference of promoter position]
Sigma70	sohB	+	b1272	[HIPP|W|Human inference of promoter position]
Sigma70	sohB	+	b1272	[HIPP|W|Human inference of promoter position]
Sigma70	soxR	+	b4063	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	soxS	+	b4062	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	speA	+	b2938	[HIPP|W|Human inference of promoter position]
Sigma70	speB	+	b2937	[HIPP|W|Human inference of promoter position]
Sigma70	speD	+	b0120	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	speE	+	b0121	[HIPP|W|Human inference of promoter position],[TIM|S|Transcription initiation mapping]
Sigma70	gmk	+	b3648	[TAS|W|Traceable author statement]
Sigma70	spoT	+	b3650	[TAS|W|Traceable author statement]
Sigma70	trmH	+	b3651	[TAS|W|Traceable author statement]
Sigma70	srlE	+	b2703	[TIM|S|Transcription initiation mapping]
Sigma70	srlB	+	b2704	[TIM|S|Transcription initiation mapping]
Sigma70	srlD	+	b2705	[TIM|S|Transcription initiation mapping]
Sigma70	gutM	+	b2706	[TIM|S|Transcription initiation mapping]
Sigma70	gutQ	+	b2708	[TIM|S|Transcription initiation mapping]
Sigma70	srlR	+	b2707	[TIM|S|Transcription initiation mapping]
Sigma70	ssb	+	b4059	[TIM|S|Transcription initiation mapping]
Sigma70	sucA	+	b0726	[TIM|S|Transcription initiation mapping]
Sigma70	sucB	+	b0727	[TIM|S|Transcription initiation mapping]
Sigma70	sucC	+	b0728	[TIM|S|Transcription initiation mapping]
Sigma70	sucD	+	b0729	[TIM|S|Transcription initiation mapping]
Sigma70	tdh	+	b3616	
Sigma70	thrA	+	b0002	[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
Sigma70	thrB	+	b0003	[IMP|W|Inferred from mutant phenotype],[TIM|S|Transcription initiation mapping]
